,lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID
751,752,baughju01,,,1974.0,8.0,1.0,USA,CA,Mountain View,,,,,,,Justin,Baughman,,,,175.0,71.0,R,R,5/17/1998,9/30/2000,James Madison,baughju01,baughju01,baugj001,baughju01,baughju01
752,753,baumafr01,,,1933.0,7.0,1.0,USA,MO,St. Louis,,,,,,,Frank,Baumann,,Frank Matt,Beau,205.0,72.0,L,L,7/31/1955,5/8/1965,,baumafr01,baumafr01,baumf102,baumafr01,baumafr01
753,754,baumapa01,,,1885.0,12.0,20.0,USA,IN,Indianapolis,1969.0,11.0,20.0,USA,IN,Indianapolis,Paddy,Baumann,,Charles John,,160.0,69.0,R,R,8/10/1911,9/8/1917,,baumapa01,baumapa01,baump101,baumapa01,baumapa01
754,755,baumeji01,,,1931.0,1.0,29.0,USA,OK,Tulsa,1996.0,7.0,8.0,USA,PA,Paoli,Jim,Baumer,,James Sloan,,185.0,74.0,R,R,9/14/1949,4/27/1961,,baumeji01,baumeji01,baumj102,baumeji01,baumeji01
755,756,baumgge01,,,1891.0,7.0,22.0,USA,WV,Barboursville,1970.0,12.0,13.0,USA,WV,Barboursville,George,Baumgardner,,George Washington,,178.0,71.0,L,R,4/14/1912,5/15/1916,,baumgge01,baumgge01,baumg101,baumgge01,baumgge01
756,757,baumgro01,,,1955.0,5.0,27.0,USA,IL,Highland Park,,,,,,,Ross,Baumgarten,,Ross,,180.0,73.0,L,L,8/16/1978,8/23/1982,Florida,baumgro01,baumgro01,baumr101,baumgro01,baumgro01
757,758,baumgha01,,,1892.0,10.0,8.0,USA,TN,South Pittsburg,1930.0,12.0,3.0,USA,GA,Augusta,Harry,Baumgartner,,Harry E.,,175.0,71.0,R,R,9/6/1920,10/2/1920,,baumgha01,baumgha01,baumh101,baumgha01,baumgha01
758,759,baumgjo01,,,1931.0,5.0,29.0,USA,AL,Birmingham,,,,,,,John,Baumgartner,,John Edward,,190.0,73.0,R,R,4/14/1953,4/21/1953,,baumgjo01,baumgjo01,baumj101,baumgjo01,baumgjo01
759,760,baumgst01,,,1894.0,12.0,14.0,USA,TX,Houston,1955.0,10.0,4.0,USA,PA,Philadelphia,Stan,Baumgartner,,Stanwood Fulton,,175.0,72.0,L,L,6/26/1914,5/30/1926,,baumgst01,baumgst01,baums101,baumgst01,baumgst01
760,761,baumhfr01,,,1918.0,10.0,7.0,USA,OH,Midvale,1997.0,12.0,14.0,USA,FL,Winter Springs,Frank,Baumholtz,,Frank Conrad,,175.0,70.0,L,L,4/15/1947,5/26/1957,,baumhfr01,baumhfr01,baumf101,baumhfr01,baumhfr01
761,762,bausege01,,,1869.0,3.0,22.0,USA,PA,Philadelphia,1947.0,7.0,29.0,USA,PA,Norristown,George,Bausewine,,George W.,,207.0,74.0,,,9/14/1889,10/11/1889,,bausege01,bausege01,bausg101,bausege01,bausege01
762,763,bautaed01,,,1935.0,1.0,6.0,Cuba,,Florida,,,,,,,Ed,Bauta,,Eduardo (Galvez),,200.0,75.0,R,R,7/6/1960,5/9/1964,,bautaed01,bautaed01,baute101,bautaed01,bautaed01
763,764,bautida01,,,1972.0,5.0,24.0,D.R.,,Santo Domingo,,,,,,,Danny,Bautista,,Daniel (Alcantara),,170.0,71.0,R,R,9/15/1993,9/28/2004,,bautida01,bautida01,bautd001,bautida01,bautida01
764,765,bautijo01,,,1964.0,7.0,25.0,D.R.,,Bani,,,,,,,Jose,Bautista,,Jose Joaquin (Arias),,177.0,73.0,R,R,4/9/1988,9/25/1997,,bautijo01,bautijo01,bautj001,bautijo01,bautijo01
765,766,baxesji01,,,1928.0,7.0,5.0,USA,CA,San Francisco,1996.0,11.0,14.0,USA,CA,Garden Grove,Jim,Baxes,,Dimitrios Speros,,190.0,73.0,R,R,4/11/1959,9/26/1959,,baxesji01,baxesji01,baxej101,baxesji01,baxesji01
766,767,baxesmi01,,,1930.0,12.0,18.0,USA,CA,San Francisco,,,,,,,Mike,Baxes,,Michael,,175.0,70.0,R,R,4/17/1956,9/27/1958,,baxesmi01,baxesmi01,baxem101,baxesmi01,baxesmi01
767,768,baxtemo01,,,1876.0,7.0,27.0,USA,WI,Chippewa Falls,1926.0,8.0,7.0,USA,OR,Portland,Moose,Baxter,,John Morris,,200.0,74.0,L,R,4/19/1907,4/24/1907,,baxtemo01,baxtemo01,baxtj101,baxtemo01,baxtemo01
768,769,bayha01,,,1878.0,1.0,17.0,USA,IL,Pontiac,1952.0,3.0,20.0,USA,IL,Peoria,Harry,Bay,,Harry Elbert,Deer Foot,138.0,68.0,L,L,7/23/1901,5/3/1908,,bayha01,bayha01,bay-h101,bayha01,bayha01
769,770,bayledi01,,,1883.0,9.0,6.0,USA,MO,Joplin,1920.0,12.0,16.0,USA,NM,Santa Rita,Dick,Bayless,,Harry Owen,,178.0,69.0,L,R,9/9/1908,10/4/1908,,bayledi01,bayledi01,bayld101,bayledi01,bayledi01
770,771,baylodo01,baylodo01m,baylodo01h,1949.0,6.0,28.0,USA,TX,Austin,,,,,,,Don,Baylor,,Don Edward,,190.0,73.0,R,R,9/18/1970,10/1/1988,Blinn JC,baylodo01,baylodo01,bayld001,baylodo01,baylodo01
771,772,baynebi01,,,1899.0,4.0,18.0,USA,PA,Pittsburgh,1981.0,5.0,22.0,USA,MO,St.Louis,Bill,Bayne,,William Lear,Beverly,160.0,69.0,L,L,9/20/1919,4/26/1930,,baynebi01,baynebi01,baynb101,baynebi01,baynebi01
772,773,beachja01,,,1862.0,,,USA,VA,Alexandria,1896.0,7.0,23.0,USA,VA,Alexandria,Jack,Beach,,Stonewall Jackson,,181.885744235,,,,5/1/1884,6/12/1884,,beachja01,beachja01,beacj101,beachja01,beachja01
773,774,beallbo01,,,1948.0,4.0,24.0,USA,OR,Portland,,,,,,,Bob,Beall,,Robert Brooks,,180.0,71.0,B,L,5/12/1975,9/23/1980,Oregon State,beallbo01,beallbo01,bealb101,beallbo01,beallbo01
774,775,bealljo01,,,1882.0,3.0,12.0,USA,MD,Beltsville,1926.0,6.0,14.0,USA,MD,Beltsville,Johnny,Beall,,John Woolf,,180.0,72.0,L,R,4/17/1913,7/16/1918,,bealljo01,bealljo01,bealj101,bealljo01,bealljo01
775,776,beallwa01,,,1899.0,7.0,29.0,USA,DC,Washington,1959.0,1.0,28.0,USA,MD,Suitland,Walter,Beall,,Walter Esau,,178.0,70.0,R,R,9/3/1924,6/12/1929,,beallwa01,beallwa01,bealw101,beallwa01,beallwa01
776,777,bealsto01,,,1850.0,8.0,,USA,NY,,1915.0,10.0,2.0,USA,CA,San Francisco,Tommy,Beals,a.k.a. W.Thomas In 1871-1873,Thomas L.,,144.0,65.0,R,,7/27/1871,,,bealsto01,bealsto01,bealt101,bealsto01,bealsto01
777,778,beamal01,,,1869.0,11.0,21.0,USA,PA,Johnstown,1938.0,4.0,17.0,USA,AZ,Nogales,Alex,Beam,,Alexander Rodger,,181.885744235,,,,5/25/1889,5/29/1889,,beamal01,beamal01,beama101,beamal01,beamal01
778,779,beamer01,,,1867.0,3.0,17.0,USA,OH,Mansfield,1918.0,9.0,12.0,USA,OH,Mansfield,Ernie,Beam,,Ernest Joseph,,185.0,72.0,,R,5/2/1895,8/3/1895,,beamer01,beamer01,beame101,beamer01,beamer01
779,780,beamoch01,,,1934.0,12.0,25.0,USA,CA,Oakland,,,,,,,Charlie,Beamon,,Charles Alfonzo (Sr.),,195.0,71.0,R,R,9/26/1956,9/13/1958,,beamoch01,beamoch01,beamc102,beamoch01,beamoch01
780,781,beamoch02,,,1953.0,12.0,4.0,USA,CA,Oakland,,,,,,,Charlie,Beamon,,Charles Alfonzo (Jr.),,183.0,73.0,L,L,9/11/1978,9/22/1981,Laney JC,beamoch02,beamoch02,beamc101,beamoch02,beamoch02
781,782,beamotr01,,,1974.0,2.0,11.0,USA,TX,Dallas,,,,,,,Trey,Beamon,,Clifford,,195.0,75.0,L,R,8/4/1996,9/27/1998,,beamotr01,beamotr01,beamt001,beamotr01,beamotr01
782,783,beanbe01,,,1905.0,4.0,23.0,USA,TX,Mullin,1988.0,6.0,1.0,USA,TX,Comanche,Belve,Bean,,Beveric Benton,Bill,197.0,73.0,R,R,5/30/1930,6/27/1935,,beanbe01,beanbe01,beanb101,beanbe01,beanbe01
783,784,beanbi01,,,1964.0,5.0,11.0,USA,CA,Santa Ana,,,,,,,Bill,Bean,,William Daro,,185.0,72.0,L,L,4/25/1987,7/8/1995,Loyola Marymount,beanbi01,beanbi01,beanb002,beanbi01,beanbi01
784,785,beanjo01,,,1874.0,3.0,18.0,USA,MA,Boston,1961.0,2.0,15.0,USA,GA,Atlanta,Joe,Bean,,Joseph William,,138.0,68.0,R,R,4/28/1902,6/30/1902,,beanjo01,beanjo01,beanj101,beanjo01,beanjo01
785,786,beanebi01,,,1962.0,3.0,29.0,USA,FL,Orlando,,,,,,,Billy,Beane,,William Lamar,,195.0,76.0,R,R,9/13/1984,10/1/1989,San Diego,beanebi01,beanebi01,beanb001,beanebi01,beanebi01
786,787,beardda01,,,1959.0,10.0,2.0,USA,GA,Atlanta,,,,,,,Dave,Beard,,Charles David,,190.0,77.0,L,R,7/16/1980,7/21/1989,,beardda01,beardda01,beard001,beardda01,beardda01
787,788,beardmi01,,,1950.0,6.0,21.0,USA,AR,Little Rock,,,,,,,Mike,Beard,,Michael Richard,,185.0,73.0,L,L,9/7/1974,5/2/1977,,beardmi01,beardmi01,bearm101,beardmi01,beardmi01
788,789,beardol01,,,1862.0,5.0,2.0,USA,KY,Lexington,1929.0,5.0,28.0,USA,OH,Cincinnati,Ollie,Beard,,Oliver Perry,,180.0,71.0,R,R,4/17/1889,6/28/1891,,beardol01,beardol01,bearo101,beardol01,beardol01
789,790,beardra01,,,1929.0,2.0,11.0,USA,OH,Cincinnati,2003.0,2.0,10.0,USA,FL,West Palm Beach,Ralph,Beard,,Ralph William,,200.0,77.0,R,R,6/29/1954,9/9/1954,,beardra01,beardra01,bearr101,beardra01,beardra01
790,791,beardte01,,,1921.0,1.0,7.0,USA,MD,Woodsboro,,,,,,,Ted,Beard,,Cramer Theodore,,165.0,68.0,L,L,9/5/1948,5/13/1958,,beardte01,beardte01,beart101,beardte01,beardte01
791,792,beardge01,,,1920.0,9.0,5.0,USA,AR,Lexa,2004.0,3.0,18.0,USA,AL,Alexander City,Gene,Bearden,,Henry Eugene,,198.0,75.0,L,L,5/10/1947,9/5/1953,,beardge01,beardge01,bearg102,beardge01,beardge01
792,793,bearega01,,,1952.0,8.0,22.0,USA,CA,San Diego,,,,,,,Gary,Beare,,Gary Ray,,205.0,76.0,R,R,9/7/1976,10/1/1977,Cal St. Long Beach,bearega01,bearega01,bearg101,bearega01,bearega01
793,794,bearnla01,,,1941.0,9.0,11.0,USA,NY,New York,1999.0,12.0,31.0,USA,FL,Seminole,Larry,Bearnarth,,Lawrence Donald,,203.0,74.0,R,R,4/16/1963,5/30/1971,,bearnla01,bearnla01,bearl101,bearnla01,bearnla01
794,795,bearske01,,,1965.0,11.0,7.0,USA,NJ,Jersey City,,,,,,,Kevin,Bearse,,Kevin Gerard,,195.0,74.0,L,L,4/15/1990,4/30/1990,Old Dominion,bearske01,bearske01,beark001,bearske01,bearske01
795,796,beaslch01,,,1962.0,6.0,23.0,USA,TN,Jackson,,,,,,,Chris,Beasley,,Christopher Charles,,190.0,74.0,R,R,7/20/1991,9/29/1991,Arizona State,beaslch01,beaslch01,beasc001,beaslch01,beaslch01
796,797,beaslle01,,,1948.0,8.0,27.0,USA,VA,Sparta,,,,,,,Lew,Beasley,,Lewis Paige,,172.0,70.0,L,R,5/21/1977,10/2/1977,,beaslle01,beaslle01,beasl101,beaslle01,beaslle01
797,798,beatied01,,,1866.0,8.0,10.0,USA,MD,Baltimore,1925.0,5.0,9.0,USA,MD,Baltimore,Ed,Beatin,,Ebenezer Ambrose,,162.0,69.0,R,L,8/2/1887,9/14/1891,,beatied01,beatied01,beate101,beatied01,beatied01
798,799,beatlda01,,,1864.0,,,USA,NY,New York,1925.0,9.0,22.0,USA,NY,New York,Dave,Beatle,,David,,200.0,74.0,,,6/17/1884,6/17/1884,,beatlda01,beatlda01,beatd102,beadlda01,beatlda01
799,800,beattji01,,,1954.0,7.0,4.0,USA,VA,Hampton,,,,,,,Jim,Beattie,,James Louis,,210.0,77.0,R,R,4/25/1978,8/5/1986,Dartmouth,beattji01,beattji01,beatj001,beattji01,beattji01
800,801,beattbl01,,,1964.0,4.0,25.0,USA,TX,Victoria,,,,,,,Blaine,Beatty,,Gordon Blaine,,185.0,74.0,L,L,9/16/1989,9/30/1991,Baylor,beattbl01,beattbl01,beatb001,beattbl01,beattbl01
801,802,beattde01,,,1893.0,4.0,7.0,USA,MD,Baltimore,1969.0,10.0,6.0,USA,ME,Norway,Desmond,Beatty,,Desmond Aloysius,Desperate,158.0,68.0,R,R,9/28/1914,10/6/1914,,beattde01,beattde01,beatd101,beattde01,beattde01
802,803,beaucji01,,beaucji01h,1939.0,8.0,21.0,USA,OK,Vinita,2007.0,12.0,25.0,USA,GA,Atlanta,Jim,Beauchamp,,James Edward,,190.0,74.0,R,R,9/22/1963,9/20/1973,,beaucji01,beaucji01,beauj101,beaucji01,beaucji01
803,804,beaumgi01,,beaumgi01h,1876.0,7.0,23.0,USA,WI,Rochester,1956.0,4.0,10.0,USA,WI,Burlington,Ginger,Beaumont,,Clarence Howeth,,190.0,68.0,L,R,4/21/1899,10/15/1910,,beaumgi01,beaumgi01,beaug101,beaumgi01,beaumgi01
804,805,beaveed01,,,1848.0,,,USA,NY,Troy,,,,,,,Ed,Beavens,Also Played Under Name Of Edward P. Bevens,Edward P.,,138.0,68.0,,R,5/9/1871,8/22/1872,,beavee01,beavee.01,beave101,beavee01,beavee.01
805,806,beazljo01,,,1918.0,5.0,25.0,USA,TN,Nashville,1990.0,4.0,21.0,USA,TN,Nashville,Johnny,Beazley,,John Andrew,Nig,190.0,73.0,R,R,9/28/1941,5/8/1949,,beazljo01,beazljo01,beazj101,beazljo01,beazljo01
806,807,becanbu01,,,1859.0,8.0,22.0,USA,NY,New York,1923.0,11.0,5.0,USA,NY,New York,Buck,Becannon,,James Melvin,,165.0,70.0,,,10/15/1884,5/28/1887,,becanbu01,becanbu01,becab101,becanbu01,becanbu01
807,808,bechtge01,,,1848.0,,,USA,PA,Philadelphia,,,,,,,George,Bechtel,,George A.,,165.0,71.0,,,5/20/1871,,,bechtge01,bechtge01,bechg101,bechtge01,bechtge01
808,809,beckbo01,,,1904.0,10.0,16.0,USA,IL,Decatur,1987.0,5.0,7.0,USA,IL,Champaign,Boom-Boom,Beck,,Walter William,,200.0,74.0,R,R,9/22/1924,9/26/1945,,beckbo01,beckbo01,beckb104,beckbo01,beckbo01
809,810,beckcl01,,,1900.0,1.0,6.0,USA,CA,Bassett,1988.0,7.0,15.0,USA,CA,Temple City,Clyde,Beck,,Clyde Eugene,Jersey,176.0,70.0,R,R,5/19/1926,9/11/1931,,beckcl01,beckcl01,beckc101,beckcl01,beckcl01
810,811,becker01,,,1878.0,7.0,19.0,USA,OH,Toledo,1916.0,12.0,23.0,USA,OH,Toledo,Erve,Beck,,Ervin Thomas,Dutch,168.0,70.0,R,R,9/19/1899,9/27/1902,,becker01,becker01,becke101,becker01,becker01
811,812,beckfr01,,,1860.0,4.0,29.0,USA,NY,Poughkeepsie,1941.0,2.0,8.0,USA,MI,Detroit,Frank,Beck,born Frank J. Hengstebeck,Frank J.,,141.0,69.0,,R,5/2/1884,9/18/1884,,beckfr01,beckfr01,beckf102,beckfr01,beckfr01
812,813,beckfr02,,,1886.0,11.0,17.0,USA,IL,Havana,1962.0,3.0,12.0,USA,IL,Havana,Fred,Beck,,Frederick Thomas,,180.0,73.0,L,L,4/14/1909,10/3/1915,,beckfr02,beckfr02,beckf101,beckfr02,beckfr02
813,814,beckge01,,,1890.0,2.0,21.0,USA,IN,South Bend,1973.0,10.0,29.0,USA,IN,South Bend,George,Beck,,Ernest George Bernard,,165.0,71.0,R,R,5/15/1914,5/15/1914,,beckge01,beckge01,beckg102,beckge01,beckge01
814,815,beckri01,,,1941.0,1.0,21.0,USA,WA,Pasco,,,,,,,Rich,Beck,,Richard Henry,,190.0,75.0,B,R,9/14/1965,9/28/1965,,beckri01,beckri01,beckr101,beckri01,beckri01
815,816,beckro01,,beckro01h,1968.0,8.0,3.0,USA,CA,Burbank,2007.0,6.0,23.0,USA,AZ,Phoenix,Rod,Beck,,Rodney Roy,Shooter,215.0,73.0,R,R,5/6/1991,8/14/2004,,beckro01,beckro01,beckr001,beckro01,beckro01
816,817,beckzi01,,,1885.0,9.0,30.0,USA,OH,Steubenville,1981.0,3.0,19.0,USA,FL,W.Palm Beach,Zinn,Beck,,Zinn Bertram,,160.0,70.0,R,R,9/14/1913,7/22/1918,,beckzi01,beckzi01,beckz101,beckzi01,beckzi01
817,818,beckehe01,,,1884.0,6.0,15.0,USA,NY,New York,1949.0,9.0,15.0,USA,NY,Jackson Heights,Heinie,Beckendorf,,Henry Ward,,174.0,69.0,R,R,4/16/1909,9/10/1910,,beckehe01,beckehe01,beckh101,beckehe01,beckehe01
818,819,beckebe01,,,1886.0,7.0,5.0,USA,KS,ElDorado,1943.0,8.0,16.0,USA,CA,Huntington Park,Beals,Becker,,David Beals,,170.0,69.0,L,L,4/19/1908,10/6/1915,,beckebe01,beckebe01,beckb101,beckebe01,beckebe01
819,820,beckebo01,,,1875.0,8.0,15.0,USA,NY,Syracuse,1951.0,10.0,11.0,USA,NY,Syracuse,Bob,Becker,,Robert Charles,,181.885744235,,,L,9/6/1897,5/17/1898,,beckebo01,beckebo01,beckb102,beckebo01,beckebo01
820,821,beckech01,,,1890.0,10.0,14.0,USA,DC,Washington,1928.0,7.0,30.0,USA,DC,Washington,Charlie,Becker,,Charles Schlagel,Buck,180.0,74.0,L,L,8/2/1911,5/18/1912,,beckech01,beckech01,beckc102,beckech01,beckech01
821,822,beckehe02,,,1915.0,8.0,26.0,Germany,,Berlin,1991.0,11.0,11.0,USA,TX,Dallas,Heinz,Becker,,Heinz Reinhard,"Dutch,Bunions",200.0,74.0,B,R,4/21/1943,5/9/1947,,beckehe02,beckehe02,beckh102,beckehe02,beckehe02
822,823,beckejo01,,,1908.0,6.0,25.0,USA,MO,St. Louis,1998.0,1.0,11.0,USA,MO,Sunset Hills,Joe,Becker,,Joseph Edward,,180.0,73.0,R,R,5/10/1936,9/14/1937,,beckejo01,beckejo01,beckj102,beckejo01,beckejo01
823,824,beckema01,,,1893.0,12.0,25.0,USA,OH,Tiffin,1957.0,9.0,25.0,USA,OH,Cincinnati,Marty,Becker,,Martin Henry,,155.0,68.0,B,L,9/8/1915,10/6/1915,,beckema01,beckema01,beckm101,beckema01,beckema01
824,825,beckeri01,,,1972.0,2.0,1.0,USA,IL,Aurora,,,,,,,Rich,Becker,,Richard Godhard,,180.0,70.0,L,L,9/10/1993,10/1/2000,,beckeri01,beckeri01,beckr002,beckeri01,beckeri01
825,826,beckegl01,,beckegl01h,1940.0,10.0,12.0,USA,PA,Pittsburgh,,,,,,,Glenn,Beckert,,Glenn Alfred,,190.0,73.0,R,R,4/12/1965,4/27/1975,,beckegl01,beckegl01,beckg101,beckegl01,beckegl01
826,827,beckejo02,,,1980.0,5.0,15.0,USA,TX,Spring,,,,,,,Josh,Beckett,,,,225.0,77.0,R,R,9/4/2001,,,beckejo02,beckejo02,beckj002,beckejo02,beckejo02
827,828,beckero01,,,1972.0,7.0,16.0,USA,TX,Austin,,,,,,,Robbie,Beckett,,Robert Joseph,,240.0,77.0,R,L,9/12/1996,9/26/1997,,beckero01,beckero01,beckr003,beckero01,beckero01
828,829,becklja01,,becklja01h,1867.0,8.0,4.0,USA,MO,Hannibal,1918.0,6.0,25.0,USA,MO,Kansas City,Jake,Beckley,,Jacob Peter,Eagle Eye,200.0,70.0,L,L,6/20/1888,6/15/1907,,becklja01,becklja01,beckj103,becklja01,becklja01
829,830,beckmji01,,,1905.0,3.0,1.0,USA,OH,Cincinnati,1974.0,12.0,5.0,USA,OH,Montgomery,Jim,Beckman,born Reinhardt Boeckman,James Joseph,,172.0,70.0,R,R,7/27/1927,9/22/1928,,beckmji01,beckmji01,beckj101,beckmji01,beckmji01
830,831,beckmbi01,,,1907.0,12.0,8.0,USA,MO,Clayton,1990.0,1.0,2.0,USA,MO,Florissant,Bill,Beckmann,,William Aloysius,,175.0,72.0,R,R,5/2/1939,9/20/1942,,beckmbi01,beckmbi01,beckb103,beckmbi01,beckmbi01
831,832,beckwjo01,,,1955.0,1.0,28.0,USA,AL,Opelika,,,,,,,Joe,Beckwith,,Thomas Joseph,,200.0,75.0,L,R,7/21/1979,9/30/1986,Auburn,beckwjo01,beckwjo01,beckj001,beckwjo01,beckwjo01
832,833,becquju01,,,1931.0,12.0,20.0,Cuba,,Havana,,,,,,,Julio,Becquer,,Julio (Villegas),,178.0,71.0,L,L,9/13/1955,9/18/1963,,becquju01,becquju01,becqj101,becquju01,becquju01
833,834,bedelho01,,,1935.0,9.0,29.0,USA,PA,Clearfield,,,,,,,Howie,Bedell,,Howard William,,185.0,73.0,L,R,4/10/1962,7/4/1968,,bedelho01,bedelho01,bedeh101,bedelho01,bedelho01
834,835,bedfoge01,,,1896.0,12.0,2.0,USA,TX,Dallas,1977.0,10.0,6.0,USA,TX,San Antonio,Gene,Bedford,,William Eugene,,170.0,68.0,B,R,6/25/1925,9/16/1925,,bedfoge01,bedfoge01,bedfg101,bedfoge01,bedfoge01
835,836,bedgoph01,,,1898.0,3.0,8.0,USA,GA,Harrison,1927.0,11.0,8.0,USA,FL,Fort Pierce,Phil,Bedgood,,Phillip Burlette,,218.0,75.0,R,R,9/20/1922,9/15/1923,,bedgoph01,bedgoph01,bedgp101,bedgoph01,bedgoph01
836,837,bediehu01,,,1889.0,10.0,23.0,USA,NY,Gerry,1965.0,7.0,21.0,USA,NY,Jamestown,Hugh,Bedient,,Hugh Carpenter,,185.0,72.0,R,R,4/26/1912,9/29/1915,,bediehu01,bediehu01,bedih101,bediehu01,bediehu01
837,838,bednaan01,,,1908.0,8.0,16.0,USA,IL,Streator,1937.0,11.0,26.0,USA,TX,Graham,Andy,Bednar,,Andrew Jackson,,180.0,70.0,R,R,9/6/1930,5/3/1931,,bednaan01,bednaan01,bedna101,bednaan01,bednaan01
838,839,bedrost01,,bedrost01h,1957.0,12.0,6.0,USA,MA,Methuen,,,,,,,Steve,Bedrosian,,Stephen Wayne,Bedrock,200.0,75.0,R,R,8/14/1981,8/9/1995,New Haven,bedrost01,bedrost01,bedrs001,bedrost01,bedrost01
839,840,beebefr01,,,1879.0,12.0,31.0,USA,NE,Lincoln,1957.0,10.0,30.0,USA,IL,Elgin,Fred,Beebe,,Frederick Leonard,,190.0,73.0,R,R,4/17/1906,9/30/1916,,beebefr01,beebefr01,beebf101,beebefr01,beebefr01
840,841,beechma01,,,1972.0,1.0,20.0,USA,CA,Oakland,,,,,,,Matt,Beech,,Lucas Matthew,,190.0,74.0,L,L,8/8/1996,8/9/1998,Houston,beechma01,beechma01,beecm001,beechma01,beechma01
841,842,beeched01,,,1860.0,7.0,2.0,USA,CT,Guilford,1935.0,9.0,12.0,USA,CT,Hartford,Ed,Beecher,,Edward Harry,,185.0,70.0,L,L,6/28/1887,7/16/1891,,beeched01,beeched01,beece101,beeched01,beeched01
842,843,beeched02,,,1875.0,8.0,27.0,USA,MO,St. Louis,1939.0,7.0,15.0,USA,MO,St. Louis,Ed,Biecher,also Beecher,Edward,Scrap Iron,181.885744235,,,,9/26/1897,10/10/1898,,beeched02,beeched02,beece102,beeched02,beeched02
843,844,beechro01,,,1884.0,5.0,10.0,USA,OH,Swanton,1952.0,10.0,11.0,USA,OH,Toledo,Roy,Beecher,,Leroy,Colonel,180.0,74.0,L,R,9/29/1907,6/25/1908,,beechro01,beechro01,beecr101,beechro01,beechro01
844,845,beelejo01,,,1921.0,11.0,26.0,USA,TX,Dallas,2002.0,10.0,8.0,USA,TX,Mesquite,Jodie,Beeler,,Joseph Sam,,170.0,72.0,R,R,9/21/1944,10/1/1944,,beelejo01,beelejo01,beelj101,beelejo01,beelejo01
845,846,beenean01,,,1956.0,10.0,13.0,USA,TX,Freeport,,,,,,,Andy,Beene,,Ramon Andrew,,205.0,75.0,R,R,9/22/1983,8/24/1984,Baylor,beenean01,beenean01,beena001,beenean01,beenean01
846,847,beenefr01,,,1942.0,11.0,24.0,USA,TX,Angleton,,,,,,,Fred,Beene,,Freddy Ray,,155.0,69.0,B,R,9/18/1968,9/28/1975,,beenefr01,beenefr01,beenf101,beenefr01,beenefr01
847,848,beerscl01,,,1918.0,12.0,9.0,USA,KS,ElDorado,2002.0,12.0,6.0,USA,AZ,Tucson,Clarence,Beers,,Clarence Scott,,175.0,72.0,R,R,5/2/1948,5/2/1948,,beerscl01,beerscl01,beerc101,beerscl01,beerscl01
848,849,beggsjo01,,,1910.0,11.0,4.0,USA,PA,Rankin,1983.0,7.0,19.0,USA,IN,Indianapolis,Joe,Beggs,,Joseph Stanley,Fireman,182.0,73.0,R,R,4/19/1938,4/24/1948,,beggsjo01,beggsjo01,beggj101,beggsjo01,beggsjo01
849,850,begleed01,,,1863.0,,,USA,NY,New York,1919.0,7.0,24.0,USA,CT,Waterbury,Ed,Begley,born Edward H. Bagley,Edward N.,,181.885744235,,,,5/3/1884,7/4/1885,,begleed01,begleed01,begle101,begleed01,begleed01
850,851,beglege01,,,1861.0,6.0,7.0,USA,NY,Brooklyn,,,,,,,Gene,Begley,,Eugene T.,,181.885744235,,,,9/11/1886,9/24/1886,,beglege01,beglege01,beglg101,beglege01,beglege01
851,852,begleji01,,,1902.0,9.0,19.0,USA,CA,San Francisco,1957.0,2.0,22.0,USA,CA,San Francisco,Jim,Begley,,James Lawrence,Imp,145.0,66.0,R,R,5/28/1924,5/28/1924,,begleji01,begleji01,beglj101,begleji01,begleji01
852,853,behanpe01,,,1887.0,12.0,11.0,USA,PA,Dallas City,1957.0,1.0,22.0,USA,PA,Bradford,Petie,Behan,,Charles Frederick,,160.0,70.0,R,R,9/16/1921,9/26/1923,,behanpe01,behanpe01,behap101,behanpe01,behanpe01
853,854,behelst01,,,1860.0,11.0,6.0,USA,IL,Earlville,1945.0,2.0,15.0,USA,CA,Los Angeles,Steve,Behel,,Stephen Arnold Douglas,,181.885744235,,,,9/27/1884,8/26/1886,,behelst01,behelst01,behes101,behelst01,behelst01
854,855,behenri01,,,1960.0,3.0,6.0,USA,FL,Miami,,,,,,,Rick,Behenna,,Richard Kipp,,170.0,74.0,R,R,4/12/1983,6/21/1985,,behenri01,behenri01,beher001,behenri01,behenri01
855,856,behneme01,,,1947.0,9.0,2.0,USA,NJ,Newark,,,,,,,Mel,Behney,,Melvin Brian,,180.0,74.0,L,L,8/14/1970,9/20/1970,,behneme01,behneme01,behnm101,behneme01,behneme01
856,857,behrmha01,,,1921.0,6.0,27.0,USA,NY,Brooklyn,1987.0,1.0,20.0,USA,NY,New York,Hank,Behrman,,Henry Bernard,,174.0,71.0,R,R,4/17/1946,9/18/1949,,behrmha01,behrmha01,behrh101,behrmha01,behrmha01
857,858,beimejo01,,,1977.0,4.0,19.0,USA,PA,St. Marys,,,,,,,Joe,Beimel,,Joseph Ronald,,215.0,75.0,L,L,4/8/2001,,Duquesne,beimejo01,beimejo01,beimj001,beimejo01,beimejo01
